genes,infection_vaccination,n_conditions,comparison
ENTPD5,Infection,1,Infection only
ENTPD6,Infection,1,Infection only
EP400,Infection,1,Infection only
EPHB6,Infection,1,Infection only
EPHX1,Infection,1,Infection only
EPHX3,Infection,1,Infection only
EPM2A,Infection,1,Infection only
EPPK1,Infection,1,Infection only
EPRS,Infection,1,Infection only
ERCC2,Infection,1,Infection only
ERCC6L,Infection,1,Infection only
ERH,Infection,1,Infection only
ERMARD,Infection,1,Infection only
ERO1A,Infection,1,Infection only
ERVH48-1,Infection,1,Infection only
ERVK13-1,Infection,1,Infection only
ESCO1,Infection,1,Infection only
ESM1,Infection,1,Infection only
ESR2,Infection,1,Infection only
ETAA1,Infection,1,Infection only
ETFA,Infection,1,Infection only
ETFB,Infection,1,Infection only
ETHE1,Infection,1,Infection only
ETNK1,Infection,1,Infection only
EXD3,Infection,1,Infection only
EXOC1,Infection,1,Infection only
EXOG,Infection,1,Infection only
EXOSC2,Infection,1,Infection only
EXOSC7,Infection,1,Infection only
EXTL2,Infection,1,Infection only
EZR-AS1,Infection,1,Infection only
F2RL2,Infection,1,Infection only
F3,Infection,1,Infection only
F8,Infection,1,Infection only
FAAH,Infection,1,Infection only
FABP4,Infection,1,Infection only
FADS1,Infection,1,Infection only
FAH,Infection,1,Infection only
FAM106A,Infection,1,Infection only
FAM110B,Infection,1,Infection only
FAM114A1,Infection,1,Infection only
FAM117B,Infection,1,Infection only
FAM120C,Infection,1,Infection only
FAM122A,Infection,1,Infection only
FAM124A,Infection,1,Infection only
FAM134B,Infection,1,Infection only
FAM149A,Infection,1,Infection only
FAM172BP,Infection,1,Infection only
FAM177A1,Infection,1,Infection only
FAM184A,Infection,1,Infection only
FAM193B,Infection,1,Infection only
FAM205A,Infection,1,Infection only
FAM206A,Infection,1,Infection only
FAM210B,Infection,1,Infection only
FAM212B,Infection,1,Infection only
FAM21EP,Infection,1,Infection only
FAM27E3,Infection,1,Infection only
FAM50B,Infection,1,Infection only
FAM69A,Infection,1,Infection only
FAM71D,Infection,1,Infection only
FAM73B,Infection,1,Infection only
FAM81A,Infection,1,Infection only
FAM86B2,Infection,1,Infection only
FAM86FP,Infection,1,Infection only
FAM92A1,Infection,1,Infection only
FAM95C,Infection,1,Infection only
FAM96A,Infection,1,Infection only
FAM9C,Infection,1,Infection only
FANCA,Infection,1,Infection only
FANCE,Infection,1,Infection only
FANCI,Infection,1,Infection only
FASTK,Infection,1,Infection only
FBN1,Infection,1,Infection only
FBP1,Infection,1,Infection only
FBXL15,Infection,1,Infection only
FBXL2,Infection,1,Infection only
FBXL20,Infection,1,Infection only
FBXL6,Infection,1,Infection only
FBXL8,Infection,1,Infection only
FBXO10,Infection,1,Infection only
FBXO27,Infection,1,Infection only
FBXO5,Infection,1,Infection only
FBXW4,Infection,1,Infection only
FBXW8,Infection,1,Infection only
FCF1,Infection,1,Infection only
FCHSD2,Infection,1,Infection only
FCRLB,Infection,1,Infection only
FDXR,Infection,1,Infection only
FES,Infection,1,Infection only
FEZ1,Infection,1,Infection only
FFAR2,Infection,1,Infection only
FGD3,Infection,1,Infection only
FGD5,Infection,1,Infection only
FGD6,Infection,1,Infection only
FGF11,Infection,1,Infection only
FGFBP3,Infection,1,Infection only
FGFR3,Infection,1,Infection only
FHIT,Infection,1,Infection only
FHL2,Infection,1,Infection only
FHL3,Infection,1,Infection only
FIRRE,Infection,1,Infection only
FIS1,Infection,1,Infection only
FKTN,Infection,1,Infection only
FLJ27354,Infection,1,Infection only
FLJ37201,Infection,1,Infection only
FLJ46906,Infection,1,Infection only
FLYWCH2,Infection,1,Infection only
FMN1,Infection,1,Infection only
FNBP1L,Infection,1,Infection only
FNDC5,Infection,1,Infection only
FOXI1,Infection,1,Infection only
FRAT1,Infection,1,Infection only
FRMD4A,Infection,1,Infection only
FRMD7,Infection,1,Infection only
FRS3,Infection,1,Infection only
FSCN1,Infection,1,Infection only
FSIP1,Infection,1,Infection only
FSTL1,Infection,1,Infection only
FTH1P3,Infection,1,Infection only
FTX,Infection,1,Infection only
FUT1,Infection,1,Infection only
FUZ,Infection,1,Infection only
FXN,Infection,1,Infection only
FXYD5,Infection,1,Infection only
G0S2,Infection,1,Infection only
G3BP1,Infection,1,Infection only
G6PC3,Infection,1,Infection only
GAB4,Infection,1,Infection only
GALNT15,Infection,1,Infection only
GALNT2,Infection,1,Infection only
GALNT3,Infection,1,Infection only
GALNTL6,Infection,1,Infection only
GAREM,Infection,1,Infection only
GAS2L3,Infection,1,Infection only
GAS5-AS1,Infection,1,Infection only
GATA1,Infection,1,Infection only
GATB,Infection,1,Infection only
GATS,Infection,1,Infection only
GATSL3,Infection,1,Infection only
GBA,Infection,1,Infection only
GBAP1,Infection,1,Infection only
GBP3,Infection,1,Infection only
GBP4,Infection,1,Infection only
GCC1,Infection,1,Infection only
GDF15,Infection,1,Infection only
GDF9,Infection,1,Infection only
GEMIN4,Infection,1,Infection only
GEMIN8,Infection,1,Infection only
GET4,Infection,1,Infection only
GFER,Infection,1,Infection only
GFOD1,Infection,1,Infection only
GGA2,Infection,1,Infection only
GGACT,Infection,1,Infection only
GGNBP1,Infection,1,Infection only
GGT1,Infection,1,Infection only
GGTA1P,Infection,1,Infection only
GHDC,Infection,1,Infection only
GHSR,Infection,1,Infection only
GIMAP4,Infection,1,Infection only
GJA1,Infection,1,Infection only
GJA4,Infection,1,Infection only
GJC2,Infection,1,Infection only
GK5,Infection,1,Infection only
GKAP1,Infection,1,Infection only
GLCE,Infection,1,Infection only
GLIPR1L2,Infection,1,Infection only
GLIPR2,Infection,1,Infection only
GLIS3,Infection,1,Infection only
GLS,Infection,1,Infection only
GLT8D1,Infection,1,Infection only
GLTPD2,Infection,1,Infection only
GMPPB,Infection,1,Infection only
GNAQ,Infection,1,Infection only
GNAT2,Infection,1,Infection only
GNB1L,Infection,1,Infection only
GNB2,Infection,1,Infection only
GNB3,Infection,1,Infection only
GNB4,Infection,1,Infection only
GNB5,Infection,1,Infection only
GNG12,Infection,1,Infection only
GNS,Infection,1,Infection only
GOLGA2P5,Infection,1,Infection only
GOLGA2P7,Infection,1,Infection only
GOLGA8A,Infection,1,Infection only
GOLGA8N,Infection,1,Infection only
GOLT1A,Infection,1,Infection only
GOLT1B,Infection,1,Infection only
GOSR2,Infection,1,Infection only
GOT1,Infection,1,Infection only
GP1BA,Infection,1,Infection only
GPAA1,Infection,1,Infection only
GPATCH2,Infection,1,Infection only
GPATCH8,Infection,1,Infection only
GPBP1,Infection,1,Infection only
GPC1,Infection,1,Infection only
GPD1L,Infection,1,Infection only
GPKOW,Infection,1,Infection only
GPR1-AS,Infection,1,Infection only
GPR137B,Infection,1,Infection only
GPR161,Infection,1,Infection only
GPR173,Infection,1,Infection only
GPR27,Infection,1,Infection only
GPR55,Infection,1,Infection only
GPR63,Infection,1,Infection only
GPR88,Infection,1,Infection only
GPRC5C,Infection,1,Infection only
GPX3,Infection,1,Infection only
GRAMD3,Infection,1,Infection only
GRAMD4,Infection,1,Infection only
GRID1,Infection,1,Infection only
GRIK1-AS1,Infection,1,Infection only
GRIN1,Infection,1,Infection only
GRIN3A,Infection,1,Infection only
GRPEL2,Infection,1,Infection only
GRTP1,Infection,1,Infection only
GTF2A2,Infection,1,Infection only
GTF2H3,Infection,1,Infection only
GTF2IP20,Infection,1,Infection only
GTF3C1,Infection,1,Infection only
GTF3C5,Infection,1,Infection only
GUSBP3,Infection,1,Infection only
GYPB,Infection,1,Infection only
GYPC,Infection,1,Infection only
H1FNT,Infection,1,Infection only
H1FX-AS1,Infection,1,Infection only
H2AFZ,Infection,1,Infection only
H3F3B,Infection,1,Infection only
HAAO,Infection,1,Infection only
HACD1,Infection,1,Infection only
HACD2,Infection,1,Infection only
HACD3,Infection,1,Infection only
HADH,Infection,1,Infection only
HBE1,Infection,1,Infection only
HBEGF,Infection,1,Infection only
HBG1,Infection,1,Infection only
HCAR3,Infection,1,Infection only
HCG8,Infection,1,Infection only
HCLS1,Infection,1,Infection only
HCN2,Infection,1,Infection only
HCN3,Infection,1,Infection only
HDAC10,Infection,1,Infection only
HDDC3,Infection,1,Infection only
HDGFRP3,Infection,1,Infection only
HECTD2,Infection,1,Infection only
HEIH,Infection,1,Infection only
HELB,Infection,1,Infection only
HEPACAM2,Infection,1,Infection only
HERC2P7,Infection,1,Infection only
HES1,Infection,1,Infection only
HEYL,Infection,1,Infection only
HFM1,Infection,1,Infection only
HGD,Infection,1,Infection only
HIAT1,Infection,1,Infection only
HIC2,Infection,1,Infection only
HIGD2A,Infection,1,Infection only
HIRIP3,Infection,1,Infection only
HIST1H1D,Infection,1,Infection only
HIST1H2AG,Infection,1,Infection only
HIST1H2AI,Infection,1,Infection only
HIST1H2AM,Infection,1,Infection only
HIST1H2BH,Infection,1,Infection only
HIST1H3A,Infection,1,Infection only
HIST1H3H,Infection,1,Infection only
HIST1H3J,Infection,1,Infection only
HIST2H2AC,Infection,1,Infection only
HIST2H2BE,Infection,1,Infection only
HIST2H2BF,Infection,1,Infection only
HK2,Infection,1,Infection only
HKR1,Infection,1,Infection only
HLA-DPB2,Infection,1,Infection only
HLA-DRA,Infection,1,Infection only
HMGN2P46,Infection,1,Infection only
HMGN3-AS1,Infection,1,Infection only
HMGN5,Infection,1,Infection only
HMOX1,Infection,1,Infection only
HNRNPA3P1,Infection,1,Infection only
HNRNPL,Infection,1,Infection only
HOMER2,Infection,1,Infection only
HOPX,Infection,1,Infection only
HOXA1,Infection,1,Infection only
HOXA10,Infection,1,Infection only
HOXA4,Infection,1,Infection only
HPR,Infection,1,Infection only
HPSE,Infection,1,Infection only
HR,Infection,1,Infection only
HRAS,Infection,1,Infection only
HRC,Infection,1,Infection only
HRH1,Infection,1,Infection only
HS2ST1,Infection,1,Infection only
HSBP1,Infection,1,Infection only
HSD11B1,Infection,1,Infection only
HSD11B1L,Infection,1,Infection only
HSD11B2,Infection,1,Infection only
HSD17B12,Infection,1,Infection only
HSD17B8,Infection,1,Infection only
HSF4,Infection,1,Infection only
HSP90B2P,Infection,1,Infection only
HSPA8,Infection,1,Infection only
HTR1F,Infection,1,Infection only
HTRA1,Infection,1,Infection only
HUWE1,Infection,1,Infection only
HYAL3,Infection,1,Infection only
HYOU1,Infection,1,Infection only
IBA57-AS1,Infection,1,Infection only
ICA1,Infection,1,Infection only
ICAM4,Infection,1,Infection only
ICOSLG,Infection,1,Infection only
ID3,Infection,1,Infection only
IFI27L1,Infection,1,Infection only
IFI27L2,Infection,1,Infection only
IFITM5,Infection,1,Infection only
IFNK,Infection,1,Infection only
IFT22,Infection,1,Infection only
IFT46,Infection,1,Infection only
IGLON5,Infection,1,Infection only
IGSF10,Infection,1,Infection only
IKBKAP,Infection,1,Infection only
IKBKG,Infection,1,Infection only
IKZF4,Infection,1,Infection only
IL21-AS1,Infection,1,Infection only
IL23A,Infection,1,Infection only
IL6,Infection,1,Infection only
IMP4,Infection,1,Infection only
INCA1,Infection,1,Infection only
INE1,Infection,1,Infection only
INIP,Infection,1,Infection only
INPP5A,Infection,1,Infection only
INPP5J,Infection,1,Infection only
INPP5K,Infection,1,Infection only
INTS2,Infection,1,Infection only
INTS6-AS1,Infection,1,Infection only
IP6K2,Infection,1,Infection only
IPMK,Infection,1,Infection only
IPO11,Infection,1,Infection only
IPW,Infection,1,Infection only
IQCE,Infection,1,Infection only
IQCG,Infection,1,Infection only
IQGAP1,Infection,1,Infection only
IQSEC1,Infection,1,Infection only
IRAK1,Infection,1,Infection only
IRF3,Infection,1,Infection only
IRF4,Infection,1,Infection only
IRS1,Infection,1,Infection only
ISCU,Infection,1,Infection only
ITFG1,Infection,1,Infection only
ITGA10,Infection,1,Infection only
ITGA2,Infection,1,Infection only
ITGA2B,Infection,1,Infection only
ITGB1,Infection,1,Infection only
ITPA,Infection,1,Infection only
ITPK1,Infection,1,Infection only
IZUMO4,Infection,1,Infection only
JAG2,Infection,1,Infection only
JKAMP,Infection,1,Infection only
JMJD1C-AS1,Infection,1,Infection only
JPX,Infection,1,Infection only
JUNB,Infection,1,Infection only
KANK3,Infection,1,Infection only
KAT2A,Infection,1,Infection only
KAT8,Infection,1,Infection only
KATNB1,Infection,1,Infection only
KAZALD1,Infection,1,Infection only
KAZN,Infection,1,Infection only
KBTBD11,Infection,1,Infection only
KBTBD2,Infection,1,Infection only
KBTBD3,Infection,1,Infection only
KCCAT198,Infection,1,Infection only
KCNA2,Infection,1,Infection only
KCNA5,Infection,1,Infection only
KCNAB2,Infection,1,Infection only
KCNC3,Infection,1,Infection only
KCNG1,Infection,1,Infection only
KCNH1,Infection,1,Infection only
KCNK5,Infection,1,Infection only
KCNMA1-AS3,Infection,1,Infection only
KCNQ1-AS1,Infection,1,Infection only
KCNQ3,Infection,1,Infection only
KCNQ4,Infection,1,Infection only
KCNRG,Infection,1,Infection only
KCNS1,Infection,1,Infection only
KCP,Infection,1,Infection only
KCTD13,Infection,1,Infection only
KCTD19,Infection,1,Infection only
KCTD3,Infection,1,Infection only
KCTD5,Infection,1,Infection only
KCTD6,Infection,1,Infection only
KDM1A,Infection,1,Infection only
KDM1B,Infection,1,Infection only
KDM3A,Infection,1,Infection only
KDM4A-AS1,Infection,1,Infection only
KDM4E,Infection,1,Infection only
KDR,Infection,1,Infection only
KDSR,Infection,1,Infection only
KHDRBS2,Infection,1,Infection only
KIAA0355,Infection,1,Infection only
KIAA0754,Infection,1,Infection only
KIAA0895,Infection,1,Infection only
KIAA0895L,Infection,1,Infection only
KIAA0930,Infection,1,Infection only
KIAA1324L,Infection,1,Infection only
KIAA1467,Infection,1,Infection only
KIAA1614,Infection,1,Infection only
KIAA2012,Infection,1,Infection only
KIAA2013,Infection,1,Infection only
KIF20B,Infection,1,Infection only
KIR2DS4,Infection,1,Infection only
KIRREL2,Infection,1,Infection only
KIRREL3,Infection,1,Infection only
KLF8,Infection,1,Infection only
KLHDC1,Infection,1,Infection only
KLHDC3,Infection,1,Infection only
KLHL11,Infection,1,Infection only
KLHL13,Infection,1,Infection only
KLHL26,Infection,1,Infection only
KLHL31,Infection,1,Infection only
KLHL9,Infection,1,Infection only
KLK1,Infection,1,Infection only
KLRD1,Infection,1,Infection only
KMT2D,Infection,1,Infection only
KNSTRN,Infection,1,Infection only
KNTC1,Infection,1,Infection only
KRBOX4,Infection,1,Infection only
KRT18,Infection,1,Infection only
KRT74,Infection,1,Infection only
KRT8,Infection,1,Infection only
KRTAP16-1,Infection,1,Infection only
KRTCAP3,Infection,1,Infection only
KXD1,Infection,1,Infection only
KYNU,Infection,1,Infection only
LAMB3,Infection,1,Infection only
LAMC3,Infection,1,Infection only
LAMP1,Infection,1,Infection only
LAMP2,Infection,1,Infection only
LAMTOR2,Infection,1,Infection only
LAMTOR5-AS1,Infection,1,Infection only
LANCL1,Infection,1,Infection only
LANCL2,Infection,1,Infection only
LAPTM4B,Infection,1,Infection only
LAS1L,Infection,1,Infection only
LATS2,Infection,1,Infection only
LCA5,Infection,1,Infection only
LDAH,Infection,1,Infection only
LDLRAD4,Infection,1,Infection only
LDLRAD4-AS1,Infection,1,Infection only
LEAP2,Infection,1,Infection only
LEMD3,Infection,1,Infection only
LEPROT,Infection,1,Infection only
LETM1,Infection,1,Infection only
LGALS12,Infection,1,Infection only
LGALS14,Infection,1,Infection only
LGALS17A,Infection,1,Infection only
LGALS9C,Infection,1,Infection only
LGMN,Infection,1,Infection only
LGSN,Infection,1,Infection only
LHFP,Infection,1,Infection only
LHX4,Infection,1,Infection only
LIMD2,Infection,1,Infection only
LIMS2,Infection,1,Infection only
LIN7B,Infection,1,Infection only
LINC00094,Infection,1,Infection only
LINC00189,Infection,1,Infection only
LINC00211,Infection,1,Infection only
LINC00238,Infection,1,Infection only
LINC00239,Infection,1,Infection only
LINC00243,Infection,1,Infection only
LINC00294,Infection,1,Infection only
LINC00299,Infection,1,Infection only
LINC00339,Infection,1,Infection only
LINC00346,Infection,1,Infection only
LINC00462,Infection,1,Infection only
LINC00562,Infection,1,Infection only
LINC00570,Infection,1,Infection only
LINC00582,Infection,1,Infection only
LINC00598,Infection,1,Infection only
LINC00607,Infection,1,Infection only
LINC00622,Infection,1,Infection only
LINC00643,Infection,1,Infection only
LINC00854,Infection,1,Infection only
LINC00856,Infection,1,Infection only
LINC00877,Infection,1,Infection only
LINC00880,Infection,1,Infection only
LINC00883,Infection,1,Infection only
LINC00907,Infection,1,Infection only
LINC00908,Infection,1,Infection only
LINC00921,Infection,1,Infection only
LINC00929,Infection,1,Infection only
LINC00957,Infection,1,Infection only
LINC01011,Infection,1,Infection only
LINC01058,Infection,1,Infection only
LINC01119,Infection,1,Infection only
LINC01126,Infection,1,Infection only
LINC01136,Infection,1,Infection only
LINC01225,Infection,1,Infection only
LINC01232,Infection,1,Infection only
LINC01267,Infection,1,Infection only
LINC01352,Infection,1,Infection only
LINC01353,Infection,1,Infection only
LINC01359,Infection,1,Infection only
LINC01478,Infection,1,Infection only
LINC01521,Infection,1,Infection only
LINC01530,Infection,1,Infection only
LINC01565,Infection,1,Infection only
LINC01599,Infection,1,Infection only
LIPE-AS1,Infection,1,Infection only
LMAN2,Infection,1,Infection only
LMBRD2,Infection,1,Infection only
LMNB2,Infection,1,Infection only
