"","condition","genes"
"6737","BNT-I (D26, severe)","SCNN1B"
"6738","BNT-I-BNT (D51, mild)","SCNN1B"
"6739","BNT-I-BNT (D51, severe)","SCNN1B"
"6740","BNT-MO (V3, D1)","SCNN1B"
"6741","ChAd (V1, D7)","SCNN1B"
"6742","ChAd-BNT (V2, D7)","SCNN1B"
"6743","I (D1)","SCNN1B"
"6744","I (D10, moderate)","SCNN1B"
"6745","I (D26, moderate)","SCNN1B"
"6746","I (D26, severe)","SCNN1B"
"6747","I (D51, moderate)","SCNN1B"
"6748","I-I (D0)","SCNN1B"
"6749","I-I (D1)","SCNN1B"
"6750","I-I (D5)","SCNN1B"
"6751","ZF2001 (V3, D07)","SCNN1B"
"6752","BNT-I (D3)","SDHAF4"
"6753","BBIBP (V3, D14)","SELE"
"6754","BNT-I (D10, mild)","SELE"
"6755","BNT-I (D26, mild)","SELE"
"6756","I (D26, severe)","SELE"
"6757","I-I (D0)","SELE"
"6758","I-I (D2)","SELE"
"6759","ZF2001 (V3, D07)","SELE"
"6760","BNT-I (D10, mild)","SELL"
"6761","BNT-I (D10, severe)","SELL"
"6762","BNT-I (D26, mild)","SELL"
"6763","I (D1)","SELL"
"6764","I (D10, severe)","SELL"
"6765","I (D26, severe)","SELL"
"6766","I (D51, severe)","SELL"
"6767","BNT-I-BNT (D51, mild)","SELP"
"6768","ChAd-BNT (V2, D3)","SELP"
"6769","ChAd-BNT (V2, D7)","SELP"
"6770","I (D26, severe)","SELP"
"6771","BNT-I (D1)","SEMG2"
"6772","BNT-I (D10, mild)","SEMG2"
"6773","BNT-I (D10, severe)","SEMG2"
"6774","BNT-I (D26, mild)","SEMG2"
"6775","BNT-I (D51, severe)","SEMG2"
"6776","BNT-I-BNT (D51, mild)","SEMG2"
"6777","BNT-I-BNT (D51, severe)","SEMG2"
"6778","BNT-MO (V3, D1)","SEMG2"
"6779","I (D1)","SEMG2"
"6780","I (D51, severe)","SEMG2"
"6781","ZF2001 (V3, D07)","SEMG2"
"6782","ZF2001 (V3, D14)","SEMG2"
"6783","BNT-I (D10, mild)","SERPINB9"
"6784","I (D1)","SERPINB9"
"6785","BBIBP (V3, D14)","SFTPA1"
"6786","BBIBP (V3, D28)","SFTPA1"
"6787","BNT-I (D10, mild)","SFTPA1"
"6788","BNT-I (D51, severe)","SFTPA1"
"6789","BNT-MO (V3, D1)","SFTPA1"
"6790","ChAd (V2, D7)","SFTPA1"
"6791","I (D26, moderate)","SFTPA1"
"6792","I (D26, severe)","SFTPA1"
"6793","I (D51, moderate)","SFTPA1"
"6794","I-I (D0)","SFTPA1"
"6795","I-I (D1)","SFTPA1"
"6796","I-I (D3)","SFTPA1"
"6797","I-I (D5)","SFTPA1"
"6798","ZF2001 (V3, D07)","SFTPA1"
"6799","ZF2001 (V3, D14)","SFTPA1"
"6800","BNT-I (D10, mild)","SFTPD"
"6801","BNT-I (D10, severe)","SFTPD"
"6802","BNT-I-BNT (D51, severe)","SFTPD"
"6803","ChAd (V1, D7)","SFTPD"
"6804","I (D10, moderate)","SFTPD"
"6805","I (D10, severe)","SFTPD"
"6806","I (D26, moderate)","SFTPD"
"6807","I (D26, severe)","SFTPD"
"6808","I (D51, severe)","SFTPD"
"6809","I-I (D3)","SFTPD"
"6810","BNT-I (D26, mild)","SHMT2"
"6811","BNT-I (D26, mild)","SIRPA"
"6812","I (D51, severe)","SIRT2"
"6813","BNT-I (D10, mild)","SKAP1"
"6814","BNT-I (D10, severe)","SKAP1"
"6815","BNT-I (D26, mild)","SKAP1"
"6816","BNT-I-BNT (D51, mild)","SKAP1"
"6817","BNT-I-BNT (D51, severe)","SKAP1"
"6818","I (D10, moderate)","SKAP1"
"6819","I (D26, moderate)","SKAP1"
"6820","BNT-I (D1)","SKIL"
"6821","BNT-I (D10, mild)","SKIL"
"6822","BNT-I (D10, severe)","SKIL"
"6823","BNT-I (D26, mild)","SKIL"
"6824","I (D10, severe)","SKIL"
"6825","I (D26, severe)","SKIL"
"6826","I (D51, severe)","SKIL"
"6827","BNT-I (D26, mild)","SLC11A1"
"6828","BNT-I (D51, severe)","SLC11A1"
"6829","I (D10, severe)","SLC11A1"
"6830","I (D26, moderate)","SLC11A1"
"6831","I-I (D3)","SLC11A1"
"6832","BNT-I (D10, mild)","SLC12A2"
"6833","BNT-I (D26, mild)","SLC15A3"
"6834","I (D51, severe)","SLC15A3"
"6835","BNT-I (D10, mild)","SLC15A4"
"6836","BNT-I (D10, severe)","SLC15A4"
"6837","BNT-I (D26, mild)","SLC15A4"
"6838","BNT-I (D26, severe)","SLC15A4"
"6839","BNT-I-BNT (D51, mild)","SLC15A4"
"6840","I (D10, moderate)","SLC15A4"
"6841","I (D10, severe)","SLC15A4"
"6842","I (D26, severe)","SLC15A4"
"6843","I (D51, severe)","SLC15A4"
"6844","BBIBP (V3, D14)","SLC18A2"
"6845","BNT-I (D26, mild)","SLC18A2"
"6846","BNT-I (D26, severe)","SLC18A2"
"6847","BNT-I-BNT (D51, mild)","SLC18A2"
"6848","I (D10, severe)","SLC18A2"
"6849","I (D26, moderate)","SLC18A2"
"6850","I (D26, severe)","SLC18A2"
"6851","I (D51, moderate)","SLC18A2"
"6852","ZF2001 (V3, D07)","SLC18A2"
"6853","BNT-I (D1)","SLC30A8"
"6854","BNT-I (D10, mild)","SLC30A8"
"6855","BNT-I (D10, severe)","SLC30A8"
"6856","BNT-I (D26, mild)","SLC30A8"
"6857","BNT-MO (V3, D1)","SLC30A8"
"6858","ChAd (V2, D1)","SLC30A8"
"6859","ChAd (V2, D3)","SLC30A8"
"6860","ChAd (V2, D7)","SLC30A8"
"6861","ChAd-BNT (V2, D3)","SLC30A8"
"6862","ChAd-BNT (V3, D1)","SLC30A8"
"6863","I (D1)","SLC30A8"
"6864","I (D10, moderate)","SLC30A8"
"6865","I (D26, moderate)","SLC30A8"
"6866","I (D26, severe)","SLC30A8"
"6867","I (D51, severe)","SLC30A8"
"6868","I-I (D3)","SLC30A8"
"6869","ZF2001 (V3, D07)","SLC30A8"
"6870","BNT-I (D10, severe)","SMAD3"
"6871","BNT-I (D26, mild)","SNAP23"
"6872","BBIBP (V3, D14)","SNCA"
"6873","BBIBP (V3, D28)","SNCA"
"6874","BNT-I (D2)","SNCA"
"6875","ChAd-BNT (V2, D7)","SNCA"
"6876","I (D51, moderate)","SNCA"
"6877","I-I (D1)","SNCA"
"6878","BNT-I (D10, mild)","SOS2"
"6879","BNT-I (D26, mild)","SOS2"
"6880","I (D10, severe)","SOS2"
"6881","I (D26, severe)","SOS2"
"6882","I (D51, severe)","SOS2"
"6883","BNT-I (D1)","SOX4"
"6884","BNT-I (D10, mild)","SP100"
"6885","BNT-I (D10, severe)","SP100"
"6886","BNT-I (D2)","SP100"
"6887","BNT-I (D26, mild)","SP100"
"6888","I (D1)","SP100"
"6889","I (D10, moderate)","SP100"
"6890","I (D10, severe)","SP100"
"6891","I (D26, severe)","SP100"
"6892","I-I (D1)","SP100"
"6893","I-I (D5)","SP100"
"6894","BNT-I (D2)","SP2"
"6895","BNT-I (D3)","SP2"
"6896","BNT-I (D51, severe)","SP2"
"6897","I (D1)","SP2"
"6898","I-I (D2)","SP2"
"6899","BNT-I (D10, mild)","SP3"
"6900","BBIBP (V3, D14)","SPACA3"
"6901","BNT-I (D1)","SPACA3"
"6902","BNT-I (D10, mild)","SPACA3"
"6903","BNT-I (D10, severe)","SPACA3"
"6904","BNT-I (D2)","SPACA3"
"6905","BNT-I (D26, mild)","SPACA3"
"6906","BNT-I (D26, severe)","SPACA3"
"6907","BNT-I-BNT (D51, mild)","SPACA3"
"6908","BNT-I-BNT (D51, severe)","SPACA3"
"6909","BNT-MO (V3, D1)","SPACA3"
"6910","ChAd (V1, D7)","SPACA3"
"6911","ChAd (V2, D3)","SPACA3"
"6912","ChAd (V2, D7)","SPACA3"
"6913","ChAd-BNT (V2, D7)","SPACA3"
"6914","I (D10, severe)","SPACA3"
"6915","I (D26, severe)","SPACA3"
"6916","I (D51, moderate)","SPACA3"
"6917","I (D51, severe)","SPACA3"
"6918","I-I (D2)","SPACA3"
"6919","I-I (D3)","SPACA3"
"6920","I-I (D5)","SPACA3"
"6921","BBIBP (V3, D07)","SPAG11B"
"6922","BBIBP (V3, D14)","SPAG11B"
"6923","ZF2001 (V3, D07)","SPAG11B"
"6924","BNT-I (D10, mild)","SPI1"
"6925","BNT-I (D2)","SPI1"
"6926","BNT-I (D26, mild)","SPI1"
"6927","BNT-I (D3)","SPI1"
"6928","I (D1)","SPI1"
"6929","I (D51, severe)","SPI1"
"6930","BNT-I (D10, mild)","SPIRE1"
"6931","BNT-I (D26, mild)","SPIRE1"
"6932","BNT-I (D10, mild)","SPN"
"6933","BNT-I (D10, severe)","SPN"
"6934","BNT-I (D26, mild)","SPN"
"6935","BNT-I (D26, severe)","SPN"
"6936","BNT-I-BNT (D51, mild)","SPN"
"6937","BNT-I-BNT (D51, severe)","SPN"
"6938","I (D10, moderate)","SPN"
"6939","I (D10, severe)","SPN"
"6940","I (D26, severe)","SPN"
"6941","I (D51, severe)","SPN"
"6942","BNT-I (D10, mild)","SPNS2"
"6943","I (D10, moderate)","SPNS2"
"6944","I (D26, severe)","SPNS2"
"6945","I-I (D1)","SPNS2"
"6946","I-I (D5)","SPNS2"
"6947","ZF2001 (V3, D07)","SPNS2"
"6948","ZF2001 (V3, D07)","SPRR2A"
"6949","BNT-I (D26, mild)","SRC"
"6950","BNT-I (D3)","SRC"
"6951","I (D1)","SRC"
"6952","I (D10, severe)","SRC"
"6953","I (D26, severe)","SRC"
"6954","I-I (D0)","SRC"
"6955","I-I (D5)","SRC"
"6956","BBIBP (V3, D14)","SSC5D"
"6957","BNT-I (D10, mild)","SSC5D"
"6958","BNT-I (D10, severe)","SSC5D"
"6959","BNT-I (D2)","SSC5D"
"6960","BNT-I (D26, severe)","SSC5D"
"6961","BNT-I (D3)","SSC5D"
"6962","BNT-I (D51, severe)","SSC5D"
"6963","I (D10, moderate)","SSC5D"
"6964","I (D26, moderate)","SSC5D"
"6965","I (D26, severe)","SSC5D"
"6966","I (D51, moderate)","SSC5D"
"6967","I (D51, severe)","SSC5D"
"6968","I-I (D0)","SSC5D"
"6969","I-I (D1)","SSC5D"
"6970","ZF2001 (V3, D07)","SSC5D"
"6971","ZF2001 (V3, D14)","SSC5D"
"6972","BNT-I (D10, mild)","ST6GAL1"
"6973","BNT-I (D26, mild)","ST6GAL1"
"6974","BNT-I-BNT (D51, mild)","ST6GAL1"
"6975","BNT-I-BNT (D51, severe)","ST6GAL1"
"6976","I (D10, severe)","ST6GAL1"
"6977","BNT-I (D10, mild)","STAT1"
"6978","BNT-I (D10, severe)","STAT1"
"6979","I (D1)","STAT1"
"6980","I (D51, severe)","STAT1"
"6981","I-I (D0)","STAT1"
"6982","I-I (D1)","STAT1"
"6983","I-I (D5)","STAT1"
"6984","BNT-I (D10, mild)","STAT2"
"6985","BNT-I (D10, severe)","STAT2"
"6986","BNT-I (D2)","STAT2"
"6987","I (D1)","STAT2"
"6988","I (D10, moderate)","STAT2"
"6989","I-I (D0)","STAT2"
"6990","I-I (D1)","STAT2"
"6991","I-I (D2)","STAT2"
"6992","I-I (D3)","STAT2"
"6993","I-I (D5)","STAT2"
"6994","BNT-I (D10, mild)","STAT3"
"6995","BNT-I (D10, severe)","STAT3"
"6996","I (D10, severe)","STAT3"
"6997","BNT-I (D10, mild)","STAT5B"
"6998","BNT-I (D26, mild)","STAT5B"
"6999","I (D10, severe)","STAT5B"
"7000","BNT-I (D10, mild)","STXBP1"
"7001","BNT-I (D10, severe)","STXBP1"
"7002","BNT-I (D26, mild)","STXBP1"
"7003","I (D10, moderate)","STXBP1"
"7004","I (D10, severe)","STXBP1"
"7005","I (D26, moderate)","STXBP1"
"7006","I (D26, severe)","STXBP1"
"7007","I-I (D1)","STXBP1"
"7008","BNT-I (D10, mild)","STXBP3"
"7009","BNT-I (D10, severe)","STXBP3"
"7010","I (D10, severe)","STXBP3"
"7011","I (D26, severe)","STXBP3"
"7012","BNT-I (D10, mild)","STXBP4"
"7013","BNT-I (D10, severe)","STXBP4"
"7014","BNT-I (D2)","STXBP4"
"7015","BNT-I (D26, mild)","STXBP4"
"7016","I (D10, severe)","STXBP4"
"7017","BNT-I (D10, mild)","SUSD4"
"7018","BNT-I (D10, severe)","SUSD4"
"7019","BNT-I (D26, mild)","SUSD4"
"7020","BNT-I-BNT (D51, mild)","SUSD4"
"7021","BNT-I-BNT (D51, severe)","SUSD4"
"7022","I (D1)","SUSD4"
"7023","I (D10, moderate)","SUSD4"
"7024","I (D10, severe)","SUSD4"
"7025","I (D26, moderate)","SUSD4"
"7026","I (D26, severe)","SUSD4"
"7027","I (D51, severe)","SUSD4"
"7028","I-I (D1)","SUSD4"
"7029","I-I (D5)","SUSD4"
"7030","BNT-I (D10, mild)","SYK"
"7031","BBIBP (V3, D07)","TAC1"
"7032","BNT-MO (V3, D1)","TAC1"
"7033","ZF2001 (V3, D07)","TAC1"
"7034","ZF2001 (V3, D28)","TAC1"
"7035","BNT-I (D10, mild)","TAP1"
"7036","BNT-I (D10, severe)","TAP1"
"7037","I (D1)","TAP1"
"7038","I (D51, severe)","TAP1"
"7039","I-I (D1)","TAP1"
"7040","I-I (D5)","TAP1"
"7041","ZF2001 (V3, D07)","TAP1"
"7042","ZF2001 (V3, D14)","TAP1"
"7043","ZF2001 (V3, D28)","TAP1"
"7044","BNT-I (D10, mild)","TAP2"
"7045","I (D1)","TAP2"
"7046","I-I (D1)","TAP2"
"7047","BNT-I (D1)","TARM1"
"7048","BNT-I (D10, mild)","TARM1"
"7049","BNT-I (D10, severe)","TARM1"
"7050","BNT-I (D2)","TARM1"
"7051","BNT-I (D26, mild)","TARM1"
"7052","BNT-I (D26, severe)","TARM1"
"7053","BNT-I (D3)","TARM1"
"7054","BNT-I (D51, severe)","TARM1"
"7055","BNT-I-BNT (D51, mild)","TARM1"
"7056","BNT-I-BNT (D51, severe)","TARM1"
"7057","BNT-MO (V3, D1)","TARM1"
"7058","ChAd (V1, D6)","TARM1"
"7059","ChAd (V2, D3)","TARM1"
"7060","ChAd (V2, D7)","TARM1"
"7061","I (D1)","TARM1"
"7062","I (D10, moderate)","TARM1"
"7063","I (D10, severe)","TARM1"
"7064","I (D26, moderate)","TARM1"
"7065","I (D26, severe)","TARM1"
"7066","I (D51, moderate)","TARM1"
"7067","I (D51, severe)","TARM1"
"7068","I-I (D5)","TARM1"
"7069","ZF2001 (V3, D07)","TARM1"
"7070","ZF2001 (V3, D14)","TARM1"
"7071","I (D26, severe)","TBC1D10C"
"7072","BNT-I (D10, mild)","TBKBP1"
"7073","BNT-I (D10, severe)","TBKBP1"
"7074","BNT-I (D2)","TBKBP1"
"7075","BNT-I (D26, mild)","TBKBP1"
"7076","BNT-I (D3)","TBKBP1"
"7077","I (D1)","TBKBP1"
"7078","I (D10, severe)","TBKBP1"
"7079","BNT-I (D10, mild)","TCF3"
"7080","BNT-I (D26, mild)","TCF3"
"7081","BNT-I (D3)","TCF3"
"7082","I (D10, severe)","TCF3"
"7083","I (D26, severe)","TCF3"
"7084","BNT-I (D1)","TCF7"
"7085","BNT-I (D10, mild)","TCF7"
"7086","BNT-I (D10, severe)","TCF7"
"7087","BNT-I (D26, mild)","TCF7"
"7088","BNT-I-BNT (D51, mild)","TCF7"
"7089","I (D10, moderate)","TCF7"
"7090","I (D10, severe)","TCF7"
"7091","I (D26, moderate)","TCF7"
"7092","I (D26, severe)","TCF7"
"7093","I (D51, severe)","TCF7"
"7094","I-I (D1)","TCF7"
"7095","BNT-MO (V3, D1)","TDGF1"
"7096","BNT-I (D1)","TEC"
"7097","BNT-I (D10, mild)","TESPA1"
"7098","BNT-I (D10, severe)","TESPA1"
"7099","BNT-I (D26, mild)","TESPA1"
"7100","BNT-I-BNT (D51, mild)","TESPA1"
"7101","I (D10, moderate)","TESPA1"
"7102","I (D10, severe)","TESPA1"
"7103","I (D26, moderate)","TESPA1"
"7104","I (D26, severe)","TESPA1"
"7105","I (D51, severe)","TESPA1"
"7106","BNT-I (D10, mild)","TFE3"
"7107","BNT-I (D26, mild)","TFE3"
"7108","BNT-I (D10, mild)","TFEB"
"7109","BNT-I (D10, severe)","TFEB"
"7110","I (D51, severe)","TFEB"
"7111","BNT-I (D1)","TGFB2"
"7112","BNT-I (D10, mild)","TGFB2"
"7113","BNT-I (D26, mild)","TGFB2"
"7114","BNT-I (D3)","TGFB2"
"7115","BNT-I (D51, severe)","TGFB2"
"7116","BNT-I-BNT (D51, mild)","TGFB2"
"7117","BNT-I-BNT (D51, severe)","TGFB2"
"7118","ChAd (V2, D7)","TGFB2"
"7119","I (D10, severe)","TGFB2"
"7120","I-I (D0)","TGFB2"
"7121","I-I (D3)","TGFB2"
"7122","BNT-I (D10, mild)","TGFBR3"
"7123","BNT-I (D10, severe)","TGFBR3"
"7124","BNT-I (D26, mild)","TGFBR3"
"7125","I (D10, moderate)","TGFBR3"
"7126","I (D26, moderate)","TGFBR3"
"7127","I (D26, severe)","TGFBR3"
"7128","BNT-I (D1)","THBS1"
"7129","BNT-I (D10, mild)","THBS1"
"7130","BNT-I (D10, severe)","THBS1"
"7131","ChAd (V2, D7)","THBS1"
"7132","I (D1)","THBS1"
"7133","I (D10, moderate)","THBS1"
"7134","I (D10, severe)","THBS1"
"7135","I (D26, moderate)","THBS1"
"7136","I (D26, severe)","THBS1"
"7137","I (D51, moderate)","THBS1"
"7138","I (D51, severe)","THBS1"
"7139","I-I (D2)","THBS1"
"7140","I-I (D5)","THBS1"
"7141","ZF2001 (V3, D07)","THBS1"
"7142","BNT-I (D10, mild)","THEMIS"
"7143","BNT-I (D10, severe)","THEMIS"
"7144","BNT-I (D2)","THEMIS"
"7145","BNT-I (D26, mild)","THEMIS"
"7146","I (D10, moderate)","THEMIS"
"7147","I (D10, severe)","THEMIS"
"7148","I (D26, moderate)","THEMIS"
"7149","BNT-I (D2)","TICAM1"
"7150","BNT-I (D3)","TICAM1"
"7151","ChAd (V2, D7)","TICAM1"
"7152","I (D1)","TICAM1"
"7153","I (D26, severe)","TICAM1"
"7154","I (D51, severe)","TICAM1"
"7155","I-I (D2)","TICAM1"
"7156","ZF2001 (V3, D07)","TICAM1"
"7157","BNT-I (D3)","TICAM2"
"7158","BNT-I-BNT (D51, severe)","TICAM2"
"7159","ChAd (V2, D3)","TICAM2"
"7160","ChAd-BNT (V2, D3)","TICAM2"
"7161","I (D10, severe)","TICAM2"
"7162","BNT-I (D10, mild)","TLR4"
"7163","BNT-I (D10, severe)","TLR4"
"7164","BNT-I (D26, mild)","TLR4"
"7165","BNT-I (D51, severe)","TLR4"
"7166","I (D10, severe)","TLR4"
"7167","I (D10, severe)","TMEM229B"
"7168","I (D26, severe)","TMEM229B"
"7169","I-I (D1)","TMEM229B"
"7170","BNT-I (D10, mild)","TMEM33"
"7171","I (D10, severe)","TMEM33"
"7172","I (D26, severe)","TMEM33"
"7173","BBIBP (V3, D07)","TNFAIP3"
"7174","BBIBP (V3, D14)","TNFAIP3"
"7175","BBIBP (V3, D28)","TNFAIP3"
"7176","BNT-I (D10, mild)","TNFAIP3"
"7177","BNT-I (D10, severe)","TNFAIP3"
"7178","BNT-I (D2)","TNFAIP3"
"7179","BNT-I (D26, mild)","TNFAIP3"
"7180","BNT-I (D26, severe)","TNFAIP3"
"7181","BNT-I (D51, severe)","TNFAIP3"
"7182","BNT-I-BNT (D51, mild)","TNFAIP3"
"7183","BNT-I-BNT (D51, severe)","TNFAIP3"
"7184","ChAd (V2, D7)","TNFAIP3"
"7185","I (D10, moderate)","TNFAIP3"
"7186","I (D10, severe)","TNFAIP3"
"7187","I (D26, severe)","TNFAIP3"
"7188","I (D51, severe)","TNFAIP3"
"7189","I-I (D1)","TNFAIP3"
"7190","I-I (D3)","TNFAIP3"
"7191","I-I (D5)","TNFAIP3"
"7192","ZF2001 (V3, D07)","TNFAIP3"
"7193","BNT-I (D10, mild)","TNFAIP8L2"
"7194","BNT-I (D51, severe)","TNFAIP8L2"
"7195","BNT-I-BNT (D51, mild)","TNFAIP8L2"
"7196","BNT-I-BNT (D51, severe)","TNFAIP8L2"
"7197","I (D26, severe)","TNFAIP8L2"
"7198","I (D51, moderate)","TNFAIP8L2"
"7199","I (D51, severe)","TNFAIP8L2"
"7200","BNT-I (D10, mild)","TNFRSF17"
"7201","BNT-I (D10, severe)","TNFRSF17"
"7202","BNT-I (D26, severe)","TNFRSF17"
"7203","BNT-I-BNT (D51, mild)","TNFRSF17"
"7204","BNT-I-BNT (D51, severe)","TNFRSF17"
"7205","ChAd (V1, D7)","TNFRSF17"
"7206","ChAd-BNT (V2, D7)","TNFRSF17"
"7207","I (D10, moderate)","TNFRSF17"
"7208","I (D26, moderate)","TNFRSF17"
"7209","I (D26, severe)","TNFRSF17"
"7210","I (D51, severe)","TNFRSF17"
"7211","I-I (D0)","TNFRSF17"
"7212","I-I (D3)","TNFRSF17"
"7213","I-I (D5)","TNFRSF17"
"7214","ZF2001 (V3, D14)","TNFRSF17"
"7215","ZF2001 (V3, D28)","TNFRSF17"
"7216","BNT-I (D10, mild)","TNFRSF4"
"7217","BNT-I (D26, mild)","TNFRSF4"
"7218","BNT-I (D3)","TNFRSF4"
"7219","BNT-I-BNT (D51, mild)","TNFRSF4"
"7220","BNT-I-BNT (D51, severe)","TNFRSF4"
"7221","ChAd (V2, D3)","TNFRSF4"
"7222","ChAd (V2, D7)","TNFRSF4"
"7223","I (D10, severe)","TNFRSF4"
"7224","I (D26, moderate)","TNFRSF4"
"7225","I (D26, severe)","TNFRSF4"
"7226","I-I (D1)","TNFRSF4"
"7227","BNT-I (D10, mild)","TNFSF10"
"7228","BNT-I (D10, severe)","TNFSF10"
"7229","BNT-I (D51, severe)","TNFSF10"
"7230","ChAd (V1, D3)","TNFSF10"
"7231","ChAd-BNT (V2, D3)","TNFSF10"
"7232","I (D1)","TNFSF10"
"7233","I (D10, moderate)","TNFSF10"
"7234","I-I (D0)","TNFSF10"
"7235","I-I (D1)","TNFSF10"
"7236","I-I (D2)","TNFSF10"
"7237","I-I (D5)","TNFSF10"
"7238","BNT-I (D1)","TNFSF15"
"7239","BNT-I (D3)","TNFSF15"
"7240","BNT-I (D51, severe)","TNFSF15"
"7241","ChAd (V2, D7)","TNFSF15"
"7242","I (D1)","TNFSF15"
"7243","I-I (D0)","TNFSF15"
"7244","I-I (D1)","TNFSF15"
"7245","I-I (D2)","TNFSF15"
"7246","I-I (D3)","TNFSF15"
"7247","I-I (D5)","TNFSF15"
"7248","BNT-I-BNT (D51, mild)","TNFSF4"
"7249","ChAd-BNT (V2, D3)","TNFSF4"
"7250","ChAd-BNT (V2, D7)","TNFSF4"
"7251","I (D10, severe)","TNFSF8"
"7252","BNT-I (D10, mild)","TNFSF9"
"7253","BNT-I (D10, severe)","TNFSF9"
"7254","BNT-I (D26, mild)","TNFSF9"
"7255","BNT-I (D26, severe)","TNFSF9"
"7256","BNT-I-BNT (D51, mild)","TNFSF9"
"7257","BNT-I-BNT (D51, severe)","TNFSF9"
"7258","ChAd (V2, D1)","TNFSF9"
"7259","ChAd (V2, D7)","TNFSF9"
"7260","I (D26, moderate)","TNFSF9"
"7261","I (D51, severe)","TNFSF9"
"7262","I-I (D2)","TNFSF9"
"7263","I-I (D5)","TNFSF9"
"7264","BNT-I (D26, mild)","TOR2A"
"7265","BNT-I-BNT (D51, mild)","TOR2A"
"7266","BNT-I (D10, mild)","TOX"
"7267","BNT-I (D10, severe)","TOX"
"7268","BNT-I (D26, mild)","TOX"
"7269","I (D10, moderate)","TOX"
"7270","I (D26, moderate)","TOX"
"7271","I (D26, severe)","TOX"
"7272","BNT-I (D1)","TPD52"
"7273","BNT-I (D10, mild)","TPD52"
"7274","BNT-I (D26, mild)","TPD52"
"7275","BNT-I-BNT (D51, mild)","TPD52"
"7276","I (D26, severe)","TPD52"
"7277","BBIBP (V3, D28)","TREML1"
"7278","BNT-I (D10, severe)","TREML1"
"7279","BNT-I (D2)","TREML1"
"7280","BNT-I (D26, severe)","TREML1"
"7281","BNT-I (D51, severe)","TREML1"
"7282","BNT-I-BNT (D51, mild)","TREML1"
"7283","BNT-I-BNT (D51, severe)","TREML1"
"7284","ChAd (V2, D7)","TREML1"
"7285","ChAd-BNT (V2, D3)","TREML1"
"7286","ChAd-BNT (V2, D7)","TREML1"
"7287","I (D26, severe)","TREML1"
"7288","I (D51, severe)","TREML1"
"7289","BNT-I (D26, mild)","TREML4"
"7290","BNT-I (D26, severe)","TREML4"
"7291","BNT-I-BNT (D51, mild)","TREML4"
"7292","ChAd (V2, D1)","TREML4"
"7293","ChAd (V2, D7)","TREML4"
"7294","ChAd-BNT (V2, D7)","TREML4"
"7295","I (D10, severe)","TREML4"
"7296","I (D26, severe)","TREML4"
"7297","I (D51, severe)","TREML4"
"7298","I-I (D0)","TREML4"
"7299","I-I (D3)","TREML4"
"7300","ZF2001 (V3, D14)","TREML4"
"7301","BNT-I (D10, mild)","TRIM21"
"7302","BNT-I (D10, severe)","TRIM21"
"7303","BNT-I (D51, severe)","TRIM21"
"7304","BNT-I-BNT (D51, severe)","TRIM21"
"7305","I (D1)","TRIM21"
"7306","I-I (D2)","TRIM21"
"7307","I-I (D5)","TRIM21"
"7308","BNT-I (D10, mild)","TRIM22"
"7309","BNT-I (D10, severe)","TRIM22"
"7310","BNT-I (D2)","TRIM22"
"7311","BNT-I (D26, mild)","TRIM22"
"7312","I (D1)","TRIM22"
"7313","I (D10, moderate)","TRIM22"
"7314","I (D10, severe)","TRIM22"
"7315","I (D26, severe)","TRIM22"
"7316","I (D51, severe)","TRIM22"
"7317","I-I (D0)","TRIM22"
"7318","I-I (D1)","TRIM22"
"7319","I-I (D2)","TRIM22"
"7320","I-I (D3)","TRIM22"
"7321","I-I (D5)","TRIM22"
"7322","BNT-I (D3)","TRIM23"
"7323","BNT-I (D10, mild)","TRIM40"
"7324","BNT-I (D26, mild)","TRIM40"
"7325","BNT-I (D3)","TRIM40"
"7326","BNT-I (D51, severe)","TRIM40"
"7327","BNT-I-BNT (D51, mild)","TRIM40"
"7328","ChAd (V2, D7)","TRIM40"
"7329","ChAd-BNT (V2, D3)","TRIM40"
"7330","ChAd-BNT (V2, D7)","TRIM40"
"7331","I (D10, moderate)","TRIM40"
"7332","I-I (D3)","TRIM40"
"7333","BBIBP (V3, D28)","TRIM48"
"7334","ZF2001 (V3, D07)","TRIM48"
"7335","BBIBP (V3, D14)","TRIM49"
"7336","BNT-MO (V3, D1)","TRIM49"
"7337","ZF2001 (V3, D07)","TRIM49"
"7338","ZF2001 (V3, D07)","TRIM49B"
"7339","ZF2001 (V3, D07)","TRIM49C"
"7340","BBIBP (V3, D14)","TRIM49D1"
"7341","ChAd (V2, D1)","TRIM49D1"
"7342","ZF2001 (V3, D07)","TRIM49D1"
"7343","BBIBP (V3, D14)","TRIM51G"
"7344","ZF2001 (V3, D07)","TRIM51G"
"7345","BBIBP (V3, D14)","TRIM58"
"7346","BBIBP (V3, D28)","TRIM58"
"7347","BNT-I (D2)","TRIM58"
"7348","BNT-I-BNT (D51, mild)","TRIM58"
"7349","ChAd-BNT (V2, D3)","TRIM58"
"7350","ChAd-BNT (V2, D7)","TRIM58"
"7351","BNT-I (D10, mild)","TRIM64"
"7352","BNT-I (D26, mild)","TRIM64"
"7353","BNT-I-BNT (D51, mild)","TRIM64"
"7354","BNT-I-BNT (D51, severe)","TRIM64"
"7355","ChAd (V2, D1)","TRIM64"
"7356","ChAd (V2, D3)","TRIM64"
"7357","ChAd-BNT (V2, D7)","TRIM64"
"7358","I (D26, moderate)","TRIM64"
"7359","I (D51, moderate)","TRIM64"
