"","genes","process","gene_set_short","go_term","immune_system","immune_sub_system","immune_tissue","set_size"
"5014","ATF2","NK T CELL DIFFERENTIATION","Differentiation, NK T cell","GO:0001865","Innate","Cellular","NK T cell",3
"5015","ITK","NK T CELL DIFFERENTIATION","Differentiation, NK T cell","GO:0001865","Innate","Cellular","NK T cell",3
"5016","FOSL2","NK T CELL DIFFERENTIATION","Differentiation, NK T cell","GO:0001865","Innate","Cellular","NK T cell",3
"5017","TOX","NK T CELL LINEAGE COMMITMENT","Lineage commitment, NK T cell","GO:0002364","Innate","Cellular","NK T cell",1
"5018","IL15","NK T CELL PROLIFERATION","Proliferation, NK T cell","GO:0001866","Innate","Cellular","NK T cell",1
"5019","SIRT2","NLRP3 INFLAMMASOME COMPLEX ASSEMBLY","NLRP3, Inflammasome complex","GO:0044546","Innate","Inflammation","Undefined",1
"5020","NLRP6","NLRP6 INFLAMMASOME COMPLEX ASSEMBLY","NLRP6, Inflammasome complex","GO:0140739","Innate","Inflammation","Undefined",1
"5021","NFKBIA","NUCLEOTIDE-BINDING OLIGOMERIZATION DOMAIN CONTAINING 1 SIGNALING PATHWAY","PRR, NOD1","GO:0070427","Innate","PRR","All",3
"5022","TLR4","NUCLEOTIDE-BINDING OLIGOMERIZATION DOMAIN CONTAINING 1 SIGNALING PATHWAY","PRR, NOD1","GO:0070427","Innate","PRR","All",3
"5023","XIAP","NUCLEOTIDE-BINDING OLIGOMERIZATION DOMAIN CONTAINING 1 SIGNALING PATHWAY","PRR, NOD1","GO:0070427","Innate","PRR","All",3
"5024","TLR4","NUCLEOTIDE-BINDING OLIGOMERIZATION DOMAIN CONTAINING 2 SIGNALING PATHWAY","PRR, NOD2","GO:0070431","Innate","PRR","All",6
"5025","LACC1","NUCLEOTIDE-BINDING OLIGOMERIZATION DOMAIN CONTAINING 2 SIGNALING PATHWAY","PRR, NOD2","GO:0070431","Innate","PRR","All",6
"5026","IRGM","NUCLEOTIDE-BINDING OLIGOMERIZATION DOMAIN CONTAINING 2 SIGNALING PATHWAY","PRR, NOD2","GO:0070431","Innate","PRR","All",6
"5027","XIAP","NUCLEOTIDE-BINDING OLIGOMERIZATION DOMAIN CONTAINING 2 SIGNALING PATHWAY","PRR, NOD2","GO:0070431","Innate","PRR","All",6
"5028","NFKBIA","NUCLEOTIDE-BINDING OLIGOMERIZATION DOMAIN CONTAINING 2 SIGNALING PATHWAY","PRR, NOD2","GO:0070431","Innate","PRR","All",6
"5029","RELA","NUCLEOTIDE-BINDING OLIGOMERIZATION DOMAIN CONTAINING 2 SIGNALING PATHWAY","PRR, NOD2","GO:0070431","Innate","PRR","All",6
"5030","MAP2K6","NUCLEOTIDE-BINDING OLIGOMERIZATION DOMAIN CONTAINING SIGNALING PATHWAY","PRR, NOD","GO:0070423","Innate","PRR","All",2
"5031","TNFAIP3","NUCLEOTIDE-BINDING OLIGOMERIZATION DOMAIN CONTAINING SIGNALING PATHWAY","PRR, NOD","GO:0070423","Innate","PRR","All",2
"5032","PTX3","OPSONIZATION","Opsonization","GO:0008228","Adaptive","Humoral","B cell",5
"5033","SFTPA1","OPSONIZATION","Opsonization","GO:0008228","Adaptive","Humoral","B cell",5
"5034","LBP","OPSONIZATION","Opsonization","GO:0008228","Adaptive","Humoral","B cell",5
"5035","C4B","OPSONIZATION","Opsonization","GO:0008228","Adaptive","Humoral","B cell",5
"5036","MBL2","OPSONIZATION","Opsonization","GO:0008228","Adaptive","Humoral","B cell",5
"5037","CASP1","PATTERN RECOGNITION RECEPTOR SIGNALING PATHWAY","Signaling, PRR","GO:0002221","Innate","PRR","All",4
"5038","LACC1","PATTERN RECOGNITION RECEPTOR SIGNALING PATHWAY","Signaling, PRR","GO:0002221","Innate","PRR","All",4
"5039","CGAS","PATTERN RECOGNITION RECEPTOR SIGNALING PATHWAY","Signaling, PRR","GO:0002221","Innate","PRR","All",4
"5040","STING1","PATTERN RECOGNITION RECEPTOR SIGNALING PATHWAY","Signaling, PRR","GO:0002221","Innate","PRR","All",4
"5041","CALR","PEPTIDE ANTIGEN ASSEMBLY WITH MHC CLASS I PROTEIN COMPLEX","MHCII, Peptide complex","GO:0002502","Innate","APP","APC",2
"5042","PDIA3","PEPTIDE ANTIGEN ASSEMBLY WITH MHC CLASS I PROTEIN COMPLEX","MHCII, Peptide complex","GO:0002502","Innate","APP","APC",2
"5043","HLA-DRB3","PEPTIDE ANTIGEN ASSEMBLY WITH MHC CLASS II PROTEIN COMPLEX","MHCII, Peptide complex","GO:0002503","Innate","APP","APC",7
