"cell_name","marker","Type"
"AXL+SIGLEC6+ dendritic cell","STX18","Innate"
"CD1C+_B dendritic cell","MTMR11","Innate"
"Plasmacytoid dendritic cell","TMIGD2","Innate"
"CD1C-CD141- dendritic cell","IRAK3","Innate"
"Plasmacytoid dendritic cell","ZNF506","Innate"
"Plasmacytoid dendritic cell","AHNAK2","Innate"
"CD1C-CD141- dendritic cell","POU2F2","Innate"
"Plasmacytoid dendritic cell","SPG20","Innate"
"CD1C+_B dendritic cell","CD163","Innate"
"CD141+CLEC9A+ dendritic cell","STX3","Innate"
"AXL+SIGLEC6+ dendritic cell","MECR","Innate"
"Plasmacytoid dendritic cell","IRF4","Innate"
"CD1C-CD141- dendritic cell","TMEM154","Innate"
"CD1C+_A dendritic cell","AREG","Innate"
"CD1C-CD141- dendritic cell","TMBIM1","Innate"
"Plasmacytoid dendritic cell","TASP1","Innate"
"CD1C-CD141- dendritic cell","NAMPT","Innate"
"CD1C-CD141- dendritic cell","CD97","Innate"
"CD1C-CD141- dendritic cell","NBEAL2","Innate"
"CD1C+_B dendritic cell","MICAL2","Innate"
"CD1C-CD141- dendritic cell","DOK3","Innate"
"CD1C-CD141- dendritic cell","FPR1","Innate"
"CD1C+_A dendritic cell","CACNA2D3","Innate"
"CD1C-CD141- dendritic cell","ITM2B","Innate"
"CD1C-CD141- dendritic cell","DUSP1","Innate"
"CD1C-CD141- dendritic cell","LILRB1","Innate"
"CD1C-CD141- dendritic cell","LOC200772","Innate"
"AXL+SIGLEC6+ dendritic cell","AK125727","Innate"
"CD141+CLEC9A+ dendritic cell","BTLA","Innate"
"CD1C+_B dendritic cell","ADAM15","Innate"
"Plasmacytoid dendritic cell","PTPRCAP","Innate"
"Plasmacytoid dendritic cell","LILRA4","Innate"
"AXL+SIGLEC6+ dendritic cell","RUNX2","Innate"
"CD1C-CD141- dendritic cell","PIEZO1","Innate"
"CD141+CLEC9A+ dendritic cell","VAV3","Innate"
"CD1C-CD141- dendritic cell","EVL","Innate"
"AXL+SIGLEC6+ dendritic cell","PTGDS","Innate"
"CD1C-CD141- dendritic cell","ATP1B3","Innate"
"CD1C-CD141- dendritic cell","MAP3K1","Innate"
"CD1C-CD141- dendritic cell","MYO1G","Innate"
"Plasmacytoid dendritic cell","DAAM1","Innate"
"AXL+SIGLEC6+ dendritic cell","SIGLEC6","Innate"
"Plasmacytoid dendritic cell","SLC38A1","Innate"
"CD1C-CD141- dendritic cell","GPR155","Innate"
"Plasmacytoid dendritic cell","SEC11C","Innate"
"CD1C-CD141- dendritic cell","TYROBP","Innate"
"CD141+CLEC9A+ dendritic cell","CCND1","Innate"
"Plasmacytoid dendritic cell","SCARB2","Innate"
"CD1C+_A dendritic cell","NOD2","Innate"
"Plasmacytoid dendritic cell","SMPD3","Innate"
"Plasmacytoid dendritic cell","UBE2J1","Innate"
"CD141+CLEC9A+ dendritic cell","DST","Innate"
"CD1C-CD141- dendritic cell","IFITM2","Innate"
"CD1C-CD141- dendritic cell","AK124399","Innate"
"CD141+CLEC9A+ dendritic cell","LIMA1","Innate"
"Plasmacytoid dendritic cell","NOTCH4","Innate"
"Plasmacytoid dendritic cell","IL3RA","Innate"
"Plasmacytoid dendritic cell","PFKFB2","Innate"
"CD1C-CD141- dendritic cell","KIAA0513","Innate"
"CD141+CLEC9A+ dendritic cell","LACC1","Innate"
"CD1C-CD141- dendritic cell","GIMAP2","Innate"
"CD1C-CD141- dendritic cell","GRAMD1A","Innate"
"CD1C-CD141- dendritic cell","P2RY13","Innate"
"Plasmacytoid dendritic cell","GPM6B","Innate"
"Plasmacytoid dendritic cell","NCF1","Innate"
"Plasmacytoid dendritic cell","DAB2","Innate"
"CD1C-CD141- dendritic cell","CABP4","Innate"
"CD1C-CD141- dendritic cell","AK123771","Innate"
"Plasmacytoid dendritic cell","SSR4","Innate"
"Plasmacytoid dendritic cell","SEP11","Innate"
"Plasmacytoid dendritic cell","SUSD1","Innate"
"CD1C-CD141- dendritic cell","PLIN2","Innate"
"CD1C-CD141- dendritic cell","LOC388312","Innate"
"CD141+CLEC9A+ dendritic cell","FAM135A","Innate"
"CD1C-CD141- dendritic cell","LILRB2","Innate"
"CD1C-CD141- dendritic cell","NCF2","Innate"
"CD1C-CD141- dendritic cell","GNS","Innate"
"CD1C+_A dendritic cell","CLEC17A","Innate"
"CD1C+_B dendritic cell","EREG","Innate"
"CD1C+_A dendritic cell","MBOAT7","Innate"
"CD1C-CD141- dendritic cell","SVIL","Innate"
"Plasmacytoid dendritic cell","P4HB","Innate"
"CD1C-CD141- dendritic cell","CASP1","Innate"
"CD141+CLEC9A+ dendritic cell","ENPP1","Innate"
"Plasmacytoid dendritic cell","ZBTB33","Innate"
"CD1C+_B dendritic cell","F13A1","Innate"
"CD1C-CD141- dendritic cell","SCPEP1","Innate"
"CD1C-CD141- dendritic cell","FOXO1","Innate"
"Plasmacytoid dendritic cell","ZDHHC4","Innate"
"CD141+CLEC9A+ dendritic cell","INF2","Innate"
"CD141+CLEC9A+ dendritic cell","C1ORF21","Innate"
"AXL+SIGLEC6+ dendritic cell","CD300LG","Innate"
"CD1C+_B dendritic cell","RNASE2","Innate"
"Plasmacytoid dendritic cell","FMNL3","Innate"
"Plasmacytoid dendritic cell","SPIB","Innate"
"CD1C+_B dendritic cell","DQ575504","Innate"
"Plasmacytoid dendritic cell","STRBP","Innate"
"Plasmacytoid dendritic cell","ALDH5A1","Innate"
"Plasmacytoid dendritic cell","C1ORF186","Innate"
"CD1C+_B dendritic cell","C9ORF89","Innate"
"Plasmacytoid dendritic cell","MAP2K6","Innate"
"Plasmacytoid dendritic cell","TACC1","Innate"
"CD1C-CD141- dendritic cell","ALDH3B1","Innate"
"Plasmacytoid dendritic cell","SLC3A2","Innate"
"CD141+CLEC9A+ dendritic cell","CD93","Innate"
"Plasmacytoid dendritic cell","AK095700","Innate"
"Plasmacytoid dendritic cell","PFKP","Innate"
"Plasmacytoid dendritic cell","TULP4","Innate"
"CD1C-CD141- dendritic cell","C10ORF54","Innate"
"CD1C-CD141- dendritic cell","DUSP6","Innate"
"CD1C+_A dendritic cell","CCR6","Innate"
"CD1C-CD141- dendritic cell","NINJ1","Innate"
"Plasmacytoid dendritic cell","ZNF527","Innate"
"CD1C-CD141- dendritic cell","GPBAR1","Innate"
"CD1C+_B dendritic cell","RAB27A","Innate"
"CD1C-CD141- dendritic cell","RAP1B","Innate"
"CD1C-CD141- dendritic cell","RAB24","Innate"
"Plasmacytoid dendritic cell","SUZ12P","Innate"
"CD1C-CD141- dendritic cell","FAM110A","Innate"
"Plasmacytoid dendritic cell","DKFZP667P0924","Innate"
"Plasmacytoid dendritic cell","DUSP5","Innate"
"Plasmacytoid dendritic cell","NAPSA","Innate"
"CD1C+_B dendritic cell","IL1RN","Innate"
"CD1C-CD141- dendritic cell","INSIG1","Innate"
"Plasmacytoid dendritic cell","HERPUD1","Innate"
"AXL+SIGLEC6+ dendritic cell","BIN1","Innate"
"CD1C-CD141- dendritic cell","SSH2","Innate"
"Plasmacytoid dendritic cell","RASD1","Innate"
"CD141+CLEC9A+ dendritic cell","CD59","Innate"
"Plasmacytoid dendritic cell","ABHD15","Innate"
"CD1C-CD141- dendritic cell","CXCL16","Innate"
"CD1C-CD141- dendritic cell","TESC","Innate"
"Plasmacytoid dendritic cell","EMB","Innate"
"Plasmacytoid dendritic cell","PPP6R1","Innate"
"Plasmacytoid dendritic cell","C5ORF45","Innate"
"AXL+SIGLEC6+ dendritic cell","THBD","Innate"
"CD1C+_A dendritic cell","C10ORF128","Innate"
"CD1C+_A dendritic cell","CLEC4A","Innate"
"Plasmacytoid dendritic cell","SLC15A4","Innate"
"Plasmacytoid dendritic cell","SLC35E2","Innate"
"Plasmacytoid dendritic cell","TRAM1","Innate"
"Plasmacytoid dendritic cell","SCAMP5","Innate"
"Plasmacytoid dendritic cell","P2RY6","Innate"
"CD1C+_B dendritic cell","PTAFR","Innate"
"CD1C+_A dendritic cell","CD33","Innate"
"CD1C-CD141- dendritic cell","DMXL2","Innate"
"CD1C-CD141- dendritic cell","AK307192","Innate"
"Plasmacytoid dendritic cell","HNRNPA1L2","Innate"
"Plasmacytoid dendritic cell","N4BP2","Innate"
"CD1C-CD141- dendritic cell","ICAM4","Innate"
"CD1C-CD141- dendritic cell","PSTPIP2","Innate"
"CD1C-CD141- dendritic cell","LOC100133161","Innate"
"Plasmacytoid dendritic cell","N4BP2L1","Innate"
"CD1C-CD141- dendritic cell","DKFZP451J181","Innate"
"Plasmacytoid dendritic cell","ABCA2","Innate"
"CD1C-CD141- dendritic cell","VPS53","Innate"
"CD141+CLEC9A+ dendritic cell","HLA-DPA1","Innate"
"CD1C-CD141- dendritic cell","DNAJB1","Innate"
"CD1C-CD141- dendritic cell","PRAM1","Innate"
"Plasmacytoid dendritic cell","TSPAN3","Innate"
"Plasmacytoid dendritic cell","ASPH","Innate"
"Plasmacytoid dendritic cell","TGFBI","Innate"
"Plasmacytoid dendritic cell","RUNX2","Innate"
"Plasmacytoid dendritic cell","ADA","Innate"
"Plasmacytoid dendritic cell","PIK3CD","Innate"
"Plasmacytoid dendritic cell","SFT2D2","Innate"
"Plasmacytoid dendritic cell","TSPAN13","Innate"
"Plasmacytoid dendritic cell","OGT","Innate"
"AXL+SIGLEC6+ dendritic cell","SLC20A1","Innate"
"CD1C-CD141- dendritic cell","NADK","Innate"
"Plasmacytoid dendritic cell","SPNS3","Innate"
"Plasmacytoid dendritic cell","TBCC","Innate"
"CD141+CLEC9A+ dendritic cell","HLA-DQB","Innate"
"Plasmacytoid dendritic cell","SEC61A1","Innate"
"Plasmacytoid dendritic cell","CLCN5","Innate"
"Plasmacytoid dendritic cell","C1ORF55","Innate"
"Plasmacytoid dendritic cell","DAPK2","Innate"
"CD1C-CD141- dendritic cell","MEFV","Innate"
"Plasmacytoid dendritic cell","MEF2D","Innate"
"Plasmacytoid dendritic cell","FAM129C","Innate"
"CD1C-CD141- dendritic cell","HCK","Innate"
"CD1C-CD141- dendritic cell","LYST","Innate"
"Plasmacytoid dendritic cell","C5ORF62","Innate"
"Plasmacytoid dendritic cell","PMS2P5","Innate"
"AXL+SIGLEC6+ dendritic cell","CX3CR1","Innate"
"Plasmacytoid dendritic cell","PAIP1","Innate"
"Plasmacytoid dendritic cell","FKBP2","Innate"
"CD1C-CD141- dendritic cell","PLEKHO2","Innate"
"CD1C-CD141- dendritic cell","NAAA","Innate"
"AXL+SIGLEC6+ dendritic cell","STAG3L4","Innate"
"CD1C-CD141- dendritic cell","C20ORF112","Innate"
"CD1C-CD141- dendritic cell","CD244","Innate"
"Plasmacytoid dendritic cell","EIF4A3","Innate"
"CD1C-CD141- dendritic cell","FCGR2C","Innate"
"Plasmacytoid dendritic cell","CYBASC3","Innate"
"Plasmacytoid dendritic cell","IRF7","Innate"
"AXL+SIGLEC6+ dendritic cell","C5ORF25","Innate"
"Plasmacytoid dendritic cell","DCK","Innate"
"Plasmacytoid dendritic cell","AK093551","Innate"
"CD1C-CD141- dendritic cell","KLF3","Innate"
"AXL+SIGLEC6+ dendritic cell","MRPS6","Innate"
"Plasmacytoid dendritic cell","AK057596","Innate"
"Plasmacytoid dendritic cell","ABPARTS","Innate"
"Plasmacytoid dendritic cell","HIGD1A","Innate"
"Plasmacytoid dendritic cell","TRIM74","Innate"
"Plasmacytoid dendritic cell","CEP135","Innate"
"CD141+CLEC9A+ dendritic cell","HLA-DPB2","Innate"
"Plasmacytoid dendritic cell","PLD4","Innate"
"Plasmacytoid dendritic cell","ANKRD36B","Innate"
"CD1C-CD141- dendritic cell","DENND3","Innate"
"Plasmacytoid dendritic cell","CRIM1","Innate"
"CD1C-CD141- dendritic cell","ISG15","Innate"
"Plasmacytoid dendritic cell","NPC1","Innate"
"Plasmacytoid dendritic cell","APP","Innate"
"CD1C-CD141- dendritic cell","NEURL","Innate"
"Plasmacytoid dendritic cell","CD2AP","Innate"
"CD1C-CD141- dendritic cell","MSN","Innate"
"AXL+SIGLEC6+ dendritic cell","CD5","Innate"
"Plasmacytoid dendritic cell","MYBL2","Innate"
"CD141+CLEC9A+ dendritic cell","APOL1","Innate"
"CD1C-CD141- dendritic cell","TIMP1","Innate"
"CD1C+_B dendritic cell","NAIP","Innate"
"CD1C+_B dendritic cell","FPR1","Innate"
"CD1C+_A dendritic cell","CD1E","Innate"
"AXL+SIGLEC6+ dendritic cell","CDH1","Innate"
"Plasmacytoid dendritic cell","KANK1","Innate"
"Plasmacytoid dendritic cell","ATP13A2","Innate"
"CD1C+_A dendritic cell","PTAFR","Innate"
"CD1C-CD141- dendritic cell","IL12RB1","Innate"
"AXL+SIGLEC6+ dendritic cell","ATF5","Innate"
"CD1C-CD141- dendritic cell","PPM1F","Innate"
"Plasmacytoid dendritic cell","TCF4","Innate"
"AXL+SIGLEC6+ dendritic cell","CD300LB","Innate"
"CD141+CLEC9A+ dendritic cell","TMEM14A","Innate"
"Plasmacytoid dendritic cell","TATDN3","Innate"
"CD1C-CD141- dendritic cell","KSR1","Innate"
"Plasmacytoid dendritic cell","USP24","Innate"
"AXL+SIGLEC6+ dendritic cell","CD72","Innate"
"Plasmacytoid dendritic cell","CYP46A1","Innate"
"Plasmacytoid dendritic cell","NOP56","Innate"
"CD141+CLEC9A+ dendritic cell","DPP4","Innate"
"Plasmacytoid dendritic cell","SCN9A","Innate"
"Plasmacytoid dendritic cell","SNRPN","Innate"
"Plasmacytoid dendritic cell","CLIC3","Innate"
"AXL+SIGLEC6+ dendritic cell","AXL","Innate"
"Plasmacytoid dendritic cell","FZD3","Innate"
"CD1C-CD141- dendritic cell","GNG2","Innate"
"Plasmacytoid dendritic cell","TEX2","Innate"
"Plasmacytoid dendritic cell","SLC20A1","Innate"
"Plasmacytoid dendritic cell","LOC652276","Innate"
"Plasmacytoid dendritic cell","SEPT1'","Innate"
"CD1C-CD141- dendritic cell","P2RX1","Innate"
"CD1C-CD141- dendritic cell","TMEM176B","Innate"
"CD141+CLEC9A+ dendritic cell","NET1","Innate"
"CD141+CLEC9A+ dendritic cell","HAVCR2","Innate"
"CD1C-CD141- dendritic cell","CDH23","Innate"
"AXL+SIGLEC6+ dendritic cell","ADAM33","Innate"
"Plasmacytoid dendritic cell","OFD1","Innate"
"CD1C-CD141- dendritic cell","PECAM1","Innate"
"CD1C-CD141- dendritic cell","NR4A1","Innate"
"CD1C-CD141- dendritic cell","SOD2","Innate"
"CD1C-CD141- dendritic cell","CDKN1C","Innate"
"CD1C-CD141- dendritic cell","ARL4A","Innate"
"Plasmacytoid dendritic cell","IGFBP3","Innate"
"Plasmacytoid dendritic cell","GGA2","Innate"
"Plasmacytoid dendritic cell","ITGAE","Innate"
"CD141+CLEC9A+ dendritic cell","BCL6","Innate"
"Plasmacytoid dendritic cell","DERL3","Innate"
"CD1C-CD141- dendritic cell","RAB10","Innate"
"CD1C-CD141- dendritic cell","ZFAND5","Innate"
"CD141+CLEC9A+ dendritic cell","SLC24A4","Innate"
"CD1C-CD141- dendritic cell","AP2A1","Innate"
"Plasmacytoid dendritic cell","PHLPP2","Innate"
"CD141+CLEC9A+ dendritic cell","TRERF1","Innate"
"Plasmacytoid dendritic cell","ITPR2","Innate"
"CD1C+_A dendritic cell","PER1","Innate"
"CD141+CLEC9A+ dendritic cell","CYB5R3","Innate"
"CD1C+_B dendritic cell","NLRP12","Innate"
"AXL+SIGLEC6+ dendritic cell","DAB2","Innate"
"Plasmacytoid dendritic cell","TGFBR2","Innate"
"CD1C-CD141- dendritic cell","PHTF2","Innate"
"CD1C-CD141- dendritic cell","FCGR3B","Innate"
"CD141+CLEC9A+ dendritic cell","PQLC2","Innate"
"CD1C-CD141- dendritic cell","FGD3","Innate"
"CD1C-CD141- dendritic cell","LRP1","Innate"
"Plasmacytoid dendritic cell","IL28RA","Innate"
"Plasmacytoid dendritic cell","ST3GAL2","Innate"
"Plasmacytoid dendritic cell","LRRC36","Innate"
"Plasmacytoid dendritic cell","MGAT4A","Innate"
"CD141+CLEC9A+ dendritic cell","CLEC9A","Innate"
"Plasmacytoid dendritic cell","EPHB1","Innate"
"CD141+CLEC9A+ dendritic cell","DENND1B","Innate"
"Plasmacytoid dendritic cell","UGCG","Innate"
"CD1C-CD141- dendritic cell","CYTIP","Innate"
"CD1C-CD141- dendritic cell","ABHD3","Innate"
"CD1C-CD141- dendritic cell","ABCC3","Innate"
"CD141+CLEC9A+ dendritic cell","ACTN1","Innate"
"CD1C+_B dendritic cell","NOD2","Innate"
"Plasmacytoid dendritic cell","FCHSD2","Innate"
"CD141+CLEC9A+ dendritic cell","DHRS3","Innate"
"CD141+CLEC9A+ dendritic cell","HLA-DQB1","Innate"
"Plasmacytoid dendritic cell","CTSB","Innate"
"CD1C-CD141- dendritic cell","IFITM1","Innate"
"Plasmacytoid dendritic cell","PDCD4","Innate"
"Plasmacytoid dendritic cell","SERTAD2","Innate"
"Plasmacytoid dendritic cell","TP53I11","Innate"
"CD141+CLEC9A+ dendritic cell","WDFY4","Innate"
"CD1C-CD141- dendritic cell","PTPN13","Innate"
"CD1C+_B dendritic cell","MPP7","Innate"
"CD141+CLEC9A+ dendritic cell","ASB2","Innate"
"CD141+CLEC9A+ dendritic cell","SNX3","Innate"
"AXL+SIGLEC6+ dendritic cell","IRF4","Innate"
"Plasmacytoid dendritic cell","MAP1A","Innate"
"CD1C-CD141- dendritic cell","PIK3AP1","Innate"
"AXL+SIGLEC6+ dendritic cell","ZEB1","Innate"
"Plasmacytoid dendritic cell","TCL1A","Innate"
"CD1C-CD141- dendritic cell","CPPED1","Innate"
"CD1C-CD141- dendritic cell","RELT","Innate"
"CD1C-CD141- dendritic cell","PIK3IP1","Innate"
"CD1C-CD141- dendritic cell","UPP1","Innate"
"CD1C-CD141- dendritic cell","DDX58","Innate"
"CD1C-CD141- dendritic cell","RHOC","Innate"
"Plasmacytoid dendritic cell","GAB1","Innate"
"CD1C-CD141- dendritic cell","TLE4","Innate"
"CD1C-CD141- dendritic cell","EHD1","Innate"
"CD141+CLEC9A+ dendritic cell","DNASE1L3","Innate"
"Plasmacytoid dendritic cell","MAP4K4","Innate"
"CD1C-CD141- dendritic cell","GBP1","Innate"
"CD1C-CD141- dendritic cell","IFNGR2","Innate"
"Plasmacytoid dendritic cell","QDPR","Innate"
"Plasmacytoid dendritic cell","MYB","Innate"
"CD1C-CD141- dendritic cell","STXBP2","Innate"
"CD141+CLEC9A+ dendritic cell","B3GNT7","Innate"
"Plasmacytoid dendritic cell","MAN2B1","Innate"
"Plasmacytoid dendritic cell","THSD1P1","Innate"
"Plasmacytoid dendritic cell","EGLN3","Innate"
"CD1C-CD141- dendritic cell","HSPA7","Innate"
"Plasmacytoid dendritic cell","LIME1","Innate"
"Plasmacytoid dendritic cell","SLC2A1","Innate"
"Plasmacytoid dendritic cell","RREB1","Innate"
"CD1C-CD141- dendritic cell","WDR11","Innate"
"CD1C+_A dendritic cell","ENTPD1","Innate"
"CD141+CLEC9A+ dendritic cell","RAB11FIP4","Innate"
"Plasmacytoid dendritic cell","DHTKD1","Innate"
"CD141+CLEC9A+ dendritic cell","THBD","Innate"
"CD1C-CD141- dendritic cell","RAP1GAP2","Innate"
"Plasmacytoid dendritic cell","BTAF1","Innate"
"CD1C+_B dendritic cell","PID1","Innate"
"CD1C-CD141- dendritic cell","TSPAN14","Innate"
"AXL+SIGLEC6+ dendritic cell","USF2","Innate"
"CD1C-CD141- dendritic cell","GBP5","Innate"
"AXL+SIGLEC6+ dendritic cell","NDRG1","Innate"
"CD1C-CD141- dendritic cell","C10ORF46","Innate"
"Plasmacytoid dendritic cell","GALNT2","Innate"
"Plasmacytoid dendritic cell","UBA5","Innate"
"CD1C-CD141- dendritic cell","CKB","Innate"
"Plasmacytoid dendritic cell","CNP","Innate"
"CD1C-CD141- dendritic cell","IFI6","Innate"
"CD1C-CD141- dendritic cell","LIMS1","Innate"
"CD1C-CD141- dendritic cell","PDLIM5","Innate"
"CD1C+_B dendritic cell","CREB5","Innate"
"Plasmacytoid dendritic cell","LAIR1","Innate"
"CD1C-CD141- dendritic cell","SLC31A2","Innate"
"AXL+SIGLEC6+ dendritic cell","SEPT6'","Innate"
"AXL+SIGLEC6+ dendritic cell","PPP1R14A","Innate"
"CD1C+_A dendritic cell","ADAM8","Innate"
"Plasmacytoid dendritic cell","ZFYVE26","Innate"
"CD1C-CD141- dendritic cell","HK3","Innate"
"Plasmacytoid dendritic cell","SIT1","Innate"
"Plasmacytoid dendritic cell","LOC285972","Innate"
"CD1C-CD141- dendritic cell","ARRB1","Innate"
"CD141+CLEC9A+ dendritic cell","GYPC","Innate"
"CD1C+_B dendritic cell","CD36","Innate"
"CD141+CLEC9A+ dendritic cell","CTTNBP2NL","Innate"
"CD1C-CD141- dendritic cell","S100A11","Innate"
"Plasmacytoid dendritic cell","ANKRD36","Innate"
"Plasmacytoid dendritic cell","ZCCHC11","Innate"
"CD1C-CD141- dendritic cell","APOL6","Innate"
"AXL+SIGLEC6+ dendritic cell","KLF4","Innate"
"CD1C-CD141- dendritic cell","NFAM1","Innate"
"Plasmacytoid dendritic cell","SOLH","Innate"
"CD1C-CD141- dendritic cell","SLC2A6","Innate"
"CD1C-CD141- dendritic cell","SNX18","Innate"
"Plasmacytoid dendritic cell","GLCE","Innate"
"CD1C-CD141- dendritic cell","PTP4A3","Innate"
"Plasmacytoid dendritic cell","LILRB4","Innate"
"Plasmacytoid dendritic cell","SULF2","Innate"
"CD1C-CD141- dendritic cell","CNIH4","Innate"
"CD1C-CD141- dendritic cell","TBCD","Innate"
"AXL+SIGLEC6+ dendritic cell","SP4","Innate"
"CD1C-CD141- dendritic cell","TBXAS1","Innate"
"Plasmacytoid dendritic cell","AHI1","Innate"
"Plasmacytoid dendritic cell","SIDT1","Innate"
"Plasmacytoid dendritic cell","TXNDC5","Innate"
"CD1C-CD141- dendritic cell","PILRA","Innate"
"CD1C-CD141- dendritic cell","SAMSN1","Innate"
"Plasmacytoid dendritic cell","TRAF4","Innate"
"CD1C+_A dendritic cell","PEA15","Innate"
"CD1C-CD141- dendritic cell","SGPL1","Innate"
"CD1C-CD141- dendritic cell","PLXNC1","Innate"
"CD1C-CD141- dendritic cell","TLR4","Innate"
"CD1C-CD141- dendritic cell","SWAP70","Innate"
"CD141+CLEC9A+ dendritic cell","IDO2","Innate"
"Plasmacytoid dendritic cell","ARHGEF4","Innate"
"CD141+CLEC9A+ dendritic cell","PDE4DIP","Innate"
"AXL+SIGLEC6+ dendritic cell","UPK3A","Innate"
"CD141+CLEC9A+ dendritic cell","PIK3CB","Innate"
"Plasmacytoid dendritic cell","MZB1","Innate"
"Plasmacytoid dendritic cell","ERP29","Innate"
"CD1C-CD141- dendritic cell","MS4A4A","Innate"
"CD1C-CD141- dendritic cell","PAG1","Innate"
"Plasmacytoid dendritic cell","TCL6","Innate"
"Plasmacytoid dendritic cell","TRRAP","Innate"
"AXL+SIGLEC6+ dendritic cell","S100A10","Innate"
"Plasmacytoid dendritic cell","ZDHHC17","Innate"
"Plasmacytoid dendritic cell","C17ORF109","Innate"
"AXL+SIGLEC6+ dendritic cell","PLAC8","Innate"
"Plasmacytoid dendritic cell","KIAA0226L","Innate"
"CD1C-CD141- dendritic cell","CAMKK2","Innate"
"CD1C+_B dendritic cell","S100A12","Innate"
"CD1C-CD141- dendritic cell","PDP1","Innate"
"CD1C-CD141- dendritic cell","SDCBP","Innate"
"CD1C+_A dendritic cell","PID1","Innate"
"CD1C+_B dendritic cell","NFE2","Innate"
"Plasmacytoid dendritic cell","SBDS","Innate"
"Plasmacytoid dendritic cell","NEK8","Innate"
"CD1C-CD141- dendritic cell","GIMAP7","Innate"
"Plasmacytoid dendritic cell","DCPS","Innate"
"Plasmacytoid dendritic cell","CRYM","Innate"
"CD1C-CD141- dendritic cell","CLEC4F","Innate"
"Plasmacytoid dendritic cell","CDCA7L","Innate"
"CD1C-CD141- dendritic cell","MS4A7","Innate"
"CD1C-CD141- dendritic cell","AL137655","Innate"
"AXL+SIGLEC6+ dendritic cell","COQ7","Innate"
"CD1C+_B dendritic cell","BST1","Innate"
"CD1C-CD141- dendritic cell","AMPD2","Innate"
"CD1C-CD141- dendritic cell","C15ORF39","Innate"
"Plasmacytoid dendritic cell","MDN1","Innate"
"CD1C-CD141- dendritic cell","C11ORF21","Innate"
"Plasmacytoid dendritic cell","NRP1","Innate"
"Plasmacytoid dendritic cell","GPR114","Innate"
